6,25000
6,25050
6,25100
6,25150
6,25200
6,25250
6,25300
6,25350
6,25500
6,25502
6,25503
6,25504
6,25505
6,25506
6,25508
6,25509
6,25512
6,25514
6,25516
6,25517
6,25518
6,25520
6,25524
6,25529
6,25532
6,25534
6,25536
6,25538
6,25540
6,25546
6,25548
6,25550
6,25551
6,25552
6,25556
6,25558
6,25560
6,25564
6,25570
6,25576
6,25578
6,25582
6,25584
6,25586
6,25590
6,25592
6,25594
6,25596
6,25598
6,25600
6,25604
6,25606
6,25608
6,25609
6,25610
6,25612
6,25614
6,25620
6,25622
6,25626
6,25628
6,25630
6,25632
6,25644
6,25646
6,25648
6,25656
6,25660
6,25661
6,25662
6,25670
6,25672
6,25673
6,25674
6,25676
6,25690
6,25700
6,25710
6,25720
6,25730
6,25740
6,25750
6,25990
6,26010
6,26040
6,26050
6,26060
6,26070
6,26080
6,26090
6,26100
6,26140
6,26150
6,26170
6,26180
6,26190
6,26200
6,26250
6,26300
6,26310
6,26320
6,26330
6,26340
6,26350
6,26360
6,26370
6,26400
6,26410
6,26420
6,26430
6,26440
6,26450
6,26460
6,26485
6,26490
6,26500
6,26600
6,26607
6,26609
6,26610
6,26620
6,26630
6,26640
6,26650
6,26660
6,26680
6,26690
6,26700
6,26800
6,26810
6,26820
6,26900
6,27000
6,27010
6,27020
6,27030
6,27040
6,27050
6,27060
6,27070
6,27090
6,27100
6,27150
6,27200
6,27207
6,27209
6,27210
6,27300
6,27310
6,27400
6,27600
6,27607
6,27609
6,27610
6,27620
6,27630
6,27650
6,27660
6,27670
6,28000
6,28007
6,28009
6,28010
6,28020
6,28030
6,28040
6,28050
6,28100
6,28200
6,28300
6,28310
6,28320
6,28330
6,28340
6,28380
6,28400
6,28407
6,28409
6,28500
6,28600
6,28610
6,28620
6,28700
6,28707
6,28709
6,28730
6,28740
6,28750
6,28800
6,39000
6,39007
6,39009
6,39010
6,39100
6,39200
6,49000
6,69000
