8,30000
8,30010
8,30020
8,30100
8,30200
8,30250
8,30300
8,30350
8,30450
8,30500
8,30502
8,30503
8,30504
8,30505
8,30506
8,30508
8,30510
8,30512
8,30516
8,30517
8,30518
8,30519
8,30520
8,30524
8,30532
8,30534
8,30536
8,30540
8,30542
8,30546
8,30548
8,30550
8,30551
8,30552
8,30554
8,30556
8,30560
8,30564
8,30570
8,30576
8,30580
8,30582
8,30586
8,30590
8,30592
8,30594
8,30596
8,30600
8,30604
8,30606
8,30609
8,30610
8,30612
8,30614
8,30620
8,30621
8,30622
8,30626
8,30628
8,30630
8,30632
8,30634
8,30644
8,30646
8,30648
8,30656
8,30658
8,30660
8,30661
8,30662
8,30664
8,30668
8,30670
8,30673
8,30674
8,30676
8,30682
8,30690
8,30700
8,30710
8,30720
8,30730
8,30740
8,30750
8,30760
8,30770
8,30780
8,30790
8,30800
8,30810
8,30820
8,30830
8,30840
8,30900
8,30902
8,30904
8,30906
8,30908
8,30910
8,30912
8,30988
8,30990
8,31000
8,31007
8,31009
8,31050
8,31100
8,31150
8,31200
8,31250
8,31300
8,31350
8,31400
8,31407
8,31409
8,31450
8,31500
8,31550
8,31560
8,31600
8,31610
8,31650
8,31700
8,31750
8,31800
8,31850
8,31900
8,31907
8,31909
8,31910
8,31920
8,31950
8,32000
8,32040
8,32100
8,32200
8,32300
8,32400
8,32500
8,32600
8,32610
8,32700
8,32800
8,32900
8,33000
8,33007
8,33009
8,33010
8,33020
8,33030
8,33040
8,33100
8,33200
8,33300
8,33310
8,33320
8,33400
8,33410
8,33420
8,33500
8,33600
8,33700
8,33800
8,34000
8,34007
8,34008
8,34009
8,34010
8,34020
8,34030
8,34100
8,34120
8,34130
8,34140
8,34200
8,34250
8,34300
8,34310
8,34350
8,34400
8,34500
8,34510
8,34520
8,34600
8,34650
8,34700
8,34750
8,34800
8,34850
8,34900
8,35000
8,35007
8,35009
8,35300
8,35350
8,35400
8,35500
8,35600
8,35700
8,35800
8,35820
8,35900
8,35907
8,35909
8,35910
8,35950
8,36000
8,36007
8,36008
8,36009
8,36010
8,36020
8,36030
8,36100
8,36110
8,36200
8,36207
8,36209
8,36300
8,36307
8,36309
8,36400
8,36500
8,36600
8,36700
8,36750
8,36800
8,36810
