11,20000,"Hotel Tanjung Vista"
11,20000,"Jalan Istana Kolam"
11,20000,"Jalan Kota"
11,20000,"Jalan Ladang Sekolah"
11,20000,"Jalan Nesan Empat"
11,20000,"Jalan Petani"
11,20000,"Jalan Sultan Sulaiman"
11,20000,"Jalan Sultan Zainal Abidin"
11,20000,"Kampung Aur"
11,20000,"Kampung Bangsal"
11,20000,"Kampung Daik"
11,20000,"Kampung Dalam Bata"
11,20000,"Kampung Dato Penglima Perang"
11,20000,"Kampung Kolam"
11,20000,"Kampung Ladang Cicar"
11,20000,"Kampung Ladang Mengabang"
11,20000,"Kampung Ladang Pasar"
11,20000,"Kampung Ladang Sekolah"
11,20000,"Kampung Ladang Titian"
11,20000,"Kampung Pantai Haji Kasim"
11,20000,"Kampung Petani"
11,20000,"Kampung Rakyat"
11,20000,"Kampung Surau Haji Mat Tokey"
11,20000,"Kampung Surau Telok"
11,20000,"Kampung Surau Tok She"
11,20000,"Kampung Tanjong (Km 1.5)"
11,20000,"Kampung Tanjong Paya"
11,20000,"Kampung Tanjong Surau Besar"
11,20000,"Kampung Tanjong Surau Pasir"
11,20000,"Kampung Tanjung Batu Satu"
11,20000,"Kampung Tanjung Mengabang"
11,20000,"Lorong Bemban"
11,20000,"Perbadanan Pembangunan Bandar"
11,20000,"Taman Petani"
11,20050,"Jalan Kelantan (Hingga Km 6)"
11,20050,"Jalan Pulau Musang"
11,20050,"Kampung Banggol Chempedak"
11,20050,"Kampung Banggol Katong"
11,20050,"Kampung Banggol Lalang"
11,20050,"Kampung Banggol Tok Ku"
11,20050,"Kampung Baru Serada"
11,20050,"Kampung Beladau Selat"
11,20050,"Kampung Belukar Sukai"
11,20050,"Kampung Bukit Kubang Jambu"
11,20050,"Kampung Durian Burong"
11,20050,"Kampung Dusun Melintang"
11,20050,"Kampung Gelugor Haji Tahir"
11,20050,"Kampung Gelugor Kedai"
11,20050,"Kampung Gelugor Raja"
11,20050,"Kampung Gong Pauh"
11,20050,"Kampung Gong Pipit"
11,20050,"Kampung Kedai Kepong"
11,20050,"Kampung Kepong"
11,20050,"Kampung Kuala Bekah"
11,20050,"Kampung Kuala Bekah Pasar"
11,20050,"Kampung Kubang Bakong"
11,20050,"Kampung Kubang Bujok"
11,20050,"Kampung Kubang Kura"
11,20050,"Kampung Kubang Parit"
11,20050,"Kampung Kubang Tangga"
11,20050,"Kampung Kubang Terap"
11,20050,"Kampung Melintang"
11,20050,"Kampung Merbau Patah"
11,20050,"Kampung Padang Sena"
11,20050,"Kampung Pak Pa"
11,20050,"Kampung Paloh Masjid"
11,20050,"Kampung Paloh Sekolah"
11,20050,"Kampung Paloh Sungai Kiat"
11,20050,"Kampung Paloh Tok Ku"
11,20050,"Kampung Paloh Tuan Sulong"
11,20050,"Kampung Panji"
11,20050,"Kampung Pengadang Baru"
11,20050,"Kampung Pengkalan Setar"
11,20050,"Kampung Pulau Musang"
11,20050,"Kampung Pulau Rusa"
11,20050,"Kampung Pulau Rusa Masjid"
11,20050,"Kampung Pulau Rusa Rang"
11,20050,"Kampung Pulau Rusa Sekolah"
11,20050,"Kampung Pulau Rusa Wan Nik"
11,20050,"Kampung Serada"
11,20050,"Kampung Sungai Pinang"
11,20050,"Kampung Sungai Rengas"
11,20050,"Kampung Telok Paku"
11,20050,"Kampung Tirok"
11,20050,"Kampung Titian Hangus"
11,20050,"Kampung Tok Badir"
11,20050,"Kampung Tok Jamal"
11,20050,"Kampung Tok Kaya"
11,20050,"Kampung Tuan Nong"
11,20050,"Kampung Wakaf  Beruas"
11,20050,"Kampung Wakaf Che Kapor"
11,20050,"Kampung Wakaf Mempelam"
11,20050,"Taman Seri Paloh"
11,20050,"Taman Setia Durian Burong"
11,20100,"Jalan Bandar"
11,20100,"Jalan Banggol"
11,20100,"Jalan Belakang Kampung China"
11,20100,"Jalan Jail"
11,20100,"Jalan Kampung Dalam"
11,20100,"Jalan Kampung Tiong"
