5,"Bangunan Yayasan Negeri Sembilan",70000,74
5,"Jalan Bandar Tunggal",70000,74
5,"Jalan Bathurst",70000,74
5,"Jalan Berhala",70000,74
5,"Jalan Bukit Lemon",70000,74
5,"Jalan Campbell",70000,74
5,"Jalan Dato Abdul Kadir",70000,74
5,"Jalan Dato Abdul Malek",70000,74
5,"Jalan Dato Abdul Rahman",70000,74
5,"Jalan Dato Bandar Tunggal",70000,74
5,"Jalan Dato Hamzah",70000,74
5,"Jalan Dato Lee Fong Yee",70000,74
5,"Jalan Dato Sheikh Ahmad",70000,74
5,"Jalan Dr Krishnan",70000,74
5,"Jalan Dr Murugesu",70000,74
5,"Jalan Dr Samuel",70000,74
5,"Jalan Kapitan Tam Yeong",70000,74
5,"Jalan Kong Sang",70000,74
5,"Jalan Lee Fong Yee",70000,74
5,"Jalan Lee Sam",70000,74
5,"Jalan Liat",70000,74
5,"Jalan Lim Kee Siong",70000,74
5,"Jalan Lintang",70000,74
5,"Jalan Nunis (Jalan Locke)",70000,74
5,"Jalan Pasar",70000,74
5,"Jalan Prima 1",70000,74
5,"Jalan Raja Ali",70000,74
5,"Jalan Sheikh Ahmad",70000,74
5,"Jalan Siow Loong Hin",70000,74
5,"Jalan Tuanku Munawir",70000,74
5,"Jalan Tunku Hassan",70000,74
5,"Jalan Utam Singh",70000,74
5,"Jalan Wolff",70000,74
5,"Jalan Yam Tuan",70000,74
5,"Lorong Java (1 & 2)",70000,74
5,"Medan Suria",70000,74
5,"Pusat Perniagaan Templer",70000,74
5,"Taman Selera",70000,74
5,"Taman Sim",70000,74
5,"Wisma Negeri",70000,74
5,"Wisma Persekutuan",70000,74
5,"Bukit Ampangan",70100,74
5,"Dusun Nyior Rahang Kecil",70100,74
5,"Jalan Aminuddin Baki",70100,74
5,"Jalan Atas",70100,74
5,"Jalan Dato Muda Linggi",70100,74
5,"Jalan Dato Siamang Gagap",70100,74
5,"Jalan Dato Wong Yik Tong",70100,74
5,"Jalan Dr Chong Ah Khoon",70100,74
5,"Jalan Gan Tam",70100,74
5,"Jalan Gereja",70100,74
5,"Jalan Jelebu - Ampangan",70100,74
5,"Jalan Keliling",70100,74
5,"Jalan Medan Rahang",70100,74
5,"Jalan Muti Ahmad",70100,74
5,"Jalan Penghulu Cantik",70100,74
5,"Jalan Rahang",70100,74
5,"Jalan Raja Muda Ali",70100,74
5,"Jalan Siamang Gagap",70100,74
5,"Jalan Singkat",70100,74
5,"Jalan Taman Bunga",70100,74
5,"Jalan Tasek",70100,74
5,"Jalan Tetamu",70100,74
5,"Jalan Tok Ungku",70100,74
5,"Jalan Tuan Haji Said",70100,74
5,"Jalan Tuanku Antah",70100,74
5,"Jalan Zaaba",70100,74
5,"Kampung Abok",70100,74
5,"Kampung Baru Rahang",70100,74
5,"Kampung Lee Siew Joo",70100,74
5,"Kondo Allson Klana",70100,74
5,"Lorong Rahang 1",70100,74
5,"Medan Rahang",70100,74
5,"Pusat Komersial Bukit Blossom",70100,74
5,"Pusat Komersial Rasah Prima",70100,74
5,Rahang,70100,74
5,"Rahang Kecil",70100,74
5,"Rumah Murah Dusun Nyior",70100,74
5,"Taman Abok Jaya",70100,74
5,"Taman Beng Foh",70100,74
5,"Taman Bidara",70100,74
5,"Taman Blossom",70100,74
5,"Taman Bukit Blossom",70100,74
5,"Taman Bukit Pelangi",70100,74
5,"Taman Bukit Punca Emas",70100,74
5,"Taman Cermai Jaya",70100,74
5,"Taman Channer",70100,74
5,"Taman Choong Loong",70100,74
5,"Taman Dusun Nyior ",70100,74
5,"Taman Dusun Setia",70100,74
5,"Taman Forest Height",70100,74
5,"Taman Ideal",70100,74
5,"Taman Kian Kee",70100,74
5,"Taman Lee Siew Joo",70100,74
5,"Taman Lelayang",70100,74
5,"Taman Loop",70100,74
5,"Taman Mawar",70100,74
5,"Taman Mawar",70100,74
5,"Taman Ming Hoe",70100,74
5,"Taman Murugesu",70100,74
5,"Taman Nyior",70100,74
5,"Taman Nyior Gading",70100,74
5,"Taman Nyior Hijau",70100,74
5,"Taman Punca Mas",70100,74
5,"Taman Rahang",70100,74
5,"Taman Sea",70100,74
5,"Taman Sejahtera",70100,74
5,"Taman Seremban",70100,74
5,"Taman Seri Binjai",70100,74
5,"Taman Seri Kamban",70100,74
5,"Taman Seri Loop",70100,74
5,"Taman Setia Jaya",70100,74
5,"Taman South East",70100,74
5,"Taman Sri Puteh",70100,74
5,"Taman Sri Rahang",70100,74
5,"Taman Starlight",70100,74
5,"Taman Tan Chee Hoe",70100,74
5,"Taman Thivy Jaya",70100,74
5,"Taman Ujong",70100,74
5,"Taman Yoon Chan",70100,74
5,"Taman Yoon FooK",70100,74
5,"Villa Taman Tasik",70100,74
5,"Bandar Ainsdale",70200,74
5,"Bukit Chemara",70200,74
5,"Bukit Jong",70200,74
5,"Bukit Kaya",70200,74
5,"Bukit Lemon",70200,74
5,"Bukit Limbok",70200,74
5,"Bukit Lobak",70200,74
5,"Dawn Estate",70200,74
5,"Era Square",70200,74
5,"Hillside Estate",70200,74
5,"Jade Villa",70200,74
5,"Jalan Anggun",70200,74
5,"Jalan Dato Abdullah",70200,74
5,"Jalan Dato Kelana Maamor",70200,74
5,"Jalan Haji Abdul Hamid",70200,74
5,"Jalan Han Hui Foong",70200,74
5,"Jalan Kilat",70200,74
5,"Jalan Kuala Lumpur ",70200,74
5,"Jalan Kwang Tong",70200,74
5,"Jalan Labu",70200,74
5,"Jalan Labu Lama",70200,74
5,"Jalan Lam Teck Choon",70200,74
5,"Jalan Lt. Adnan",70200,74
5,"Jalan Manickavasagam",70200,74
5,"Jalan Muthu Cumaru",70200,74
5,"Jalan Off Keng Heng",70200,74
5,"Jalan Off Tun Dr Ismail",70200,74
5,"Jalan Pusat Komersial Lobak 1",70200,74
5,"Jalan Quek Kai Dong",70200,74
5,"Jalan Sawmill",70200,74
5,"Jalan Seng Meng Lee",70200,74
5,"Jalan Sentul",70200,74
5,"Jalan Sungai Ujong",70200,74
5,"Jalan Temiang",70200,74
5,"Jalan Temiang Lama",70200,74
5,"Jalan Tun Dr Ismail",70200,74
5,"Jalan Ulu Temiang",70200,74
5,"Jalan Veloo",70200,74
5,"Jalan Yazid Ahmad",70200,74
