14,50000,"Bangunan Bangkok Bank"
14,50000,"Jalan Balai Polis"
14,50000,"Jalan Bandar"
14,50000,"Jalan Cheng Lock"
14,50000,"Jalan Hang Lekir"
14,50000,"Jalan Hang Naadim"
14,50000,"Jalan Panggung"
14,50000,"Jalan Petaling"
14,50000,"Jalan Sang Guna"
14,50000,"Jalan Skola"
14,50000,"Jalan Sultan"
14,50000,"Jalan Sultan Sulaiman"
14,50000,"Jalan Tun H.S. Lee"
14,50000,"Kompleks Kota Raya"
14,50000,"Lorong Bandar 16"
14,50000,"Lorong Hang Lekir"
14,50000,"Lorong Madras"
14,50000,"Lorong Panggung"
14,50000,"Lorong Sang Guna"
14,50000,"Lorong Sultan"
14,50050,"Balai Seni Lukis Negara"
14,50050,"Bangunan Bank Pertanian"
14,50050,"Bangunan Cahaya Suria"
14,50050,"Bangunan Lee Yan Lian"
14,50050,"Bangunan Strait Trading"
14,50050,"Central Square"
14,50050,"Jalan Benteng"
14,50050,"Jalan Hang Kasturi"
14,50050,"Jalan Mahkamah Persekutuan"
14,50050,"Jalan Mahkamah Tinggi"
14,50050,"Jalan Medan Pasar"
14,50050,"Jalan Raja"
14,50050,"Jalan Silang"
14,50050,"Jalan Sultan Hishamuddin"
14,50050,"Jalan Sultan Mohammed"
14,50050,"Jalan Tugu"
14,50050,"Jalan Tun Perak"
14,50050,"Jalan Yap Ah Loy"
14,50050,"Kompleks Dayabumi"
14,50050,"Lebuh Pasar Besar"
14,50050,"Lebuh Pudu"
14,50050,"Lorong Pudu"
14,50050,"Lorong Silang"
14,50050,"Lorong Yap Ah Loy"
14,50050,"Medan Pasar"
14,50050,"Menara Maybank"
14,50050,"Muzium Sejarah Nasional Kuala Lumpur"
14,50050,"Pasar Budaya"
14,50050,"Stesen Keretapi Kuala Lumpur"
14,50050,"Yayasan Pencegahan Jenayah Malaysia"
14,50088,"Kuala Lumpur City Centre (KLCC)"
14,50088,"Menara Berkembar PETRONAS"
14,50100,"Bangunan Bank Of Tokyo"
14,50100,"Bangunan Dato Zainal"
14,50100,"Bangunan Mara"
14,50100,"Capital Square"
14,50100,"Jalan Bunus"
14,50100,"Jalan Bunus 1"
14,50100,"Jalan Dang Wangi"
14,50100,"Jalan Gereja"
14,50100,"Jalan Hang Lekiu"
14,50100,"Jalan Masjid India"
14,50100,"Jalan Medan Bonus"
14,50100,"Jalan Melaka"
14,50100,"Jalan Melayu"
14,50100,"Jalan Munshi Abdullah"
14,50100,"Jalan Tuanku Abdul Rahman"
14,50100,"Jalan Tun Fatimah"
14,50100,"Lebuh Ampang"
14,50100,"Lorong Ampang"
14,50100,"Lorong Ampang (1 - 2)"
14,50100,"Lorong Bunus (1 - 6)"
14,50100,"Lorong Gombak"
14,50100,"Lorong Hang Lekiu"
14,50100,"Lorong Masjid India (2 & 4)"
14,50100,"Lorong Medan Bunus"
14,50100,"Lorong Tunku Abdul Rahman"
14,50100,"Lorong Tunku Abdul Rahman (1-8,10 & 15)"
14,50100,"Medan Bunus"
14,50100,"Menara Bumiputra - Commerce Bank"
14,50100,"Menara Multi Purpose"
14,50100,"Persiaran Capsquare"
